,time,method,current,voltage,accumulated reward
30,0.03,avg_hardtanh,4.79732541807205,47.97322328721323,-82.31567077470253
31,0.031,avg_hardtanh,4.797320830884183,47.97322363807869,-82.34244713662383
32,0.032,avg_hardtanh,4.797321965455962,47.97322320480133,-82.3692239318225
33,0.033,avg_hardtanh,4.797319881537311,47.97322257167015,-82.39600136015235
34,0.034,avg_hardtanh,4.797323117089363,47.97322223559728,-82.42277912455508
35,0.035,avg_hardtanh,4.797325110564919,47.973223090891146,-82.44955603366392
36,0.036000000000000004,avg_hardtanh,4.797320892634606,47.973223395850496,-82.47633263781343
37,0.037,avg_hardtanh,4.797322655446614,47.973223143953994,-82.50310949385943
38,0.038,avg_hardtanh,4.797319716050381,47.97322263030937,-82.52988686355005
39,0.039,avg_hardtanh,4.797322944363417,47.97322221536766,-82.55666464818239
40,0.04,avg_hardtanh,4.797324959473962,47.973222998640246,-82.58344164954215
41,0.041,avg_hardtanh,4.797320787193738,47.97322325002686,-82.61021839951529
42,0.042,avg_hardtanh,4.797322611057957,47.97322297104279,-82.6369954284725
43,0.043000000000000003,avg_hardtanh,4.797318917509088,47.97322227396523,-82.66377315450728
44,0.044,avg_hardtanh,4.797324799546061,47.973222117685744,-82.69055103682155
45,0.045,avg_hardtanh,4.797323415860972,47.97322296981339,-82.71732806700815
46,0.046,avg_hardtanh,4.797318562626272,47.97322237221266,-82.7441056947955
47,0.047,avg_hardtanh,4.797327991597076,47.97322285684978,-82.77088283794572
48,0.048,avg_hardtanh,4.797321704707934,47.97322400106751,-82.79765883687821
49,0.049,avg_hardtanh,4.797319357074325,47.97322315466133,-82.82443568221689
50,0.05,avg_hardtanh,4.797324066983372,47.97322289067941,-82.85121279153748
0,0.0,hybrid_tanh,0.0,0.0,0.0
1,0.001,hybrid_tanh,36.678597314090766,8.327399121755938,-39.67260087824406
2,0.002,hybrid_tanh,67.31779382310252,31.438854100944646,-56.233746777299416
3,0.003,hybrid_tanh,50.44244564167139,56.52980269622104,-64.76354947352046
4,0.004,hybrid_tanh,25.978309402243458,71.16151990483641,-87.92506937835687
5,0.005,hybrid_tanh,-1.693465056889173,73.37991177087669,-113.30498114923356
6,0.006,hybrid_tanh,-27.856101997653973,63.36967466715417,-128.6746558163877
7,0.007,hybrid_tanh,-47.56467491114395,43.4847640623329,-133.18989175405483
8,0.008,hybrid_tanh,-22.512663793579314,25.775971226064822,-155.41392052799
9,0.009000000000000001,hybrid_tanh,6.801034997888066,21.123438370440606,-182.2904821575494
10,0.01,hybrid_tanh,35.341405386644915,29.716285880379278,-200.57419627717013
11,0.011,hybrid_tanh,23.492428260955656,41.614732292765034,-206.9594639844051
12,0.012,hybrid_tanh,10.486041826663577,47.37399051761499,-207.5854734667901
13,0.013000000000000001,hybrid_tanh,3.82500543213366,48.45252110205488,-208.03799456884497
14,0.014,hybrid_tanh,3.3877682410930765,47.893441259966544,-208.14455330887841
15,0.015,hybrid_tanh,5.196709351148988,47.6724673207893,-208.4720859880891
16,0.016,hybrid_tanh,4.907591725929099,47.80037967650984,-208.67170631157927
17,0.017,hybrid_tanh,4.655357126988217,47.80059977037852,-208.87110654120076
18,0.018000000000000002,hybrid_tanh,4.7782529241824445,47.772299845693965,-209.0988066955068
19,0.019,hybrid_tanh,4.789218654860012,47.77525049690141,-209.3235561986054
20,0.02,hybrid_tanh,4.775635474499686,47.777436755477034,-209.54611944312836
21,0.021,hybrid_tanh,4.77692200981423,47.77677871007299,-209.76934073305537
22,0.022,hybrid_tanh,4.777994739689703,47.776681603457774,-209.9926591295976
23,0.023,hybrid_tanh,4.7776928839637325,47.776760255749224,-210.21589887384837
24,0.024,hybrid_tanh,4.777643280273535,47.77675659171402,-210.43914228213436
25,0.025,hybrid_tanh,4.777679873993088,47.77675030713016,-210.6623919750042
26,0.026000000000000002,hybrid_tanh,4.777676389624085,47.776751698847676,-210.88564027615652
27,0.027,hybrid_tanh,4.777672696539386,47.77675141010011,-211.10888886605642
28,0.028,hybrid_tanh,4.777682463465943,47.776752525865696,-211.33213634019071
29,0.029,hybrid_tanh,4.777673595706923,47.77675376239806,-211.55538257779267
30,0.03,hybrid_tanh,4.77767814044455,47.77675399176061,-211.77862858603206
31,0.031,hybrid_tanh,4.777671293432927,47.77675367268657,-212.0018749133455
32,0.032,hybrid_tanh,4.777680366158256,47.77675389651058,-212.22512101683492
33,0.033,hybrid_tanh,4.777673367945748,47.77675455049907,-212.44836646633584
34,0.034,hybrid_tanh,4.777671090504154,47.77675309280689,-212.67161337352894
35,0.035,hybrid_tanh,4.777680387990957,47.77675330233767,-212.89486007119126
36,0.036000000000000004,hybrid_tanh,4.777673600946794,47.77675404088732,-213.11810603030395
37,0.037,hybrid_tanh,4.77767148677691,47.77675274824179,-213.34135328206216
38,0.038,hybrid_tanh,4.777680874776832,47.77675317244591,-213.56460010961626
39,0.039,hybrid_tanh,4.777674093756831,47.7767541376051,-213.78784597201116
40,0.04,hybrid_tanh,4.777671903879356,47.77675304551474,-214.01109292649642
41,0.041,hybrid_tanh,4.7776811505859,47.77675361222302,-214.2343393142734
42,0.042,hybrid_tanh,4.777674188956243,47.776754640860176,-214.45758467341324
43,0.043000000000000003,hybrid_tanh,4.777671810755025,47.77675352623727,-214.68083114717598
44,0.044,hybrid_tanh,4.777683079111652,47.77675448830065,-214.90407665887534
45,0.045,hybrid_tanh,4.777669084204123,47.77675474979963,-215.1273219090757
46,0.046,hybrid_tanh,4.77767365069005,47.77675290632819,-215.3505690027475
47,0.047,hybrid_tanh,4.777678497714647,47.77675326768241,-215.5738157350651
48,0.048,hybrid_tanh,4.7776718805038225,47.77675319443156,-215.79706254063353
49,0.049,hybrid_tanh,4.777683261990794,47.776754228568535,-216.020308312065
50,0.05,hybrid_tanh,4.777667158742714,47.77675410552244,-216.24355420654257
0,0.0,hybrid_hardtanh,0.0,0.0,0.0
1,0.001,hybrid_hardtanh,36.678597314090766,8.327399121755938,-39.67260087824406
2,0.002,hybrid_hardtanh,67.31779382310252,31.438854100944646,-56.233746777299416
3,0.003,hybrid_hardtanh,50.44244564167139,56.52980269622104,-64.76354947352046
4,0.004,hybrid_hardtanh,25.978309402243458,71.16151990483641,-87.92506937835687
5,0.005,hybrid_hardtanh,-1.693465056889173,73.37991177087669,-113.30498114923356
6,0.006,hybrid_hardtanh,-27.856101997653973,63.36967466715417,-128.6746558163877
7,0.007,hybrid_hardtanh,-48.25181642179119,43.32875750724857,-133.34589830913916
8,0.008,hybrid_hardtanh,-23.086662400830882,25.34299828678727,-156.0029000223519
9,0.009000000000000001,hybrid_hardtanh,6.430038408017888,20.497374790719036,-183.50552523163287
10,0.01,hybrid_hardtanh,35.225721021573534,29.00920048854537,-202.4963247430875
11,0.011,hybrid_hardtanh,21.893737998031234,40.5506797021315,-209.945645040956
12,0.012,hybrid_hardtanh,12.300556994848037,46.41231004188038,-211.53333499907563
13,0.013000000000000001,hybrid_hardtanh,5.04004378985143,48.215855233506744,-211.74919023258238
14,0.014,hybrid_hardtanh,3.290762933004591,47.917159801131625,-211.83203043145076
15,0.015,hybrid_hardtanh,5.185294449775293,47.67083016393064,-212.16120026752012
16,0.016,hybrid_hardtanh,4.9147395259763575,47.79788618888935,-212.36331407863076
17,0.017,hybrid_hardtanh,4.658607210613295,47.8005551477164,-212.56275893091436
